Order-Date,Delivery-Date,Promised-Date,Courier,Size of the box height,Size of the box width,Size of the box length,Size of the box weight,Weather,Store address,Customer address
2020-12-18,2020-12-23,2020-12-23,PS,29.632656,34.722553000000005,17.523058,3.6691849138499952,Good,'-123.048/49.1534','-126.07405112588656/51.295231747174356'
2020-12-18,2020-12-23,2020-12-23,PS,29.632656,34.722553000000005,17.523058,2.8960798949060624,Good,'-123.048/49.1534','-126.07420237946408/51.293808558284546'
2020-11-07,2020-11-12,2020-11-12,PS,29.632656,34.722553000000005,17.523058,0.7083998801086318,Good,'-123.048/49.1534','-126.07382704991431/51.295132464224835'
2021-12-12,2021-12-17,2021-12-16,FD,29.632656,34.722553000000005,17.523058,3.839259690764096,Good,'-123.048/49.1534','-126.07255797811074/51.29497145185485'
2020-12-02,2020-12-06,2020-12-05,PS,29.632656,34.722553000000005,17.523058,2.9297650218295117,Bad,'-123.048/49.1534','-126.07277553412375/51.29373301916699'
2020-12-25,2020-12-29,2020-12-28,PS,29.632656,34.722553000000005,17.523058,2.045560395348684,Good,'-123.048/49.1534','-126.0719490757679/51.29516928219889'
2020-12-22,2020-12-25,2020-12-25,PS,29.632656,34.722553000000005,17.523058,3.4476769340005915,Good,'-123.048/49.1534','-126.07415087767826/51.29486569592748'
2020-12-28,2021-01-02,2021-01-01,PS,29.632656,34.722553000000005,17.523058,3.4293639649731387,Bad,'-123.048/49.1534','-126.07309520551394/51.295947869479335'
2021-02-22,2021-02-27,2021-02-27,FD,29.632656,34.722553000000005,17.523058,4.0051422626340685,Bad,'-123.048/49.1534','-126.07263508007095/51.293848593964455'
2021-07-19,2021-07-23,2021-07-22,FD,29.632656,34.722553000000005,17.523058,1.7946269444958385,Good,'-123.048/49.1534','-126.07278977562329/51.29547786195221'
2021-05-06,2021-05-12,2021-05-12,FD,29.632656,34.722553000000005,17.523058,1.2310451534880975,Good,'-123.048/49.1534','-126.07311442938688/51.295724238808745'
2020-10-19,2020-10-22,2020-10-22,PS,29.632656,34.722553000000005,17.523058,3.8950361792174895,Good,'-123.048/49.1534','-126.07349786579874/51.2948667476078'
2021-01-29,2021-02-01,2021-02-01,PS,29.632656,34.722553000000005,17.523058,3.733117274403178,Bad,'-123.048/49.1534','-126.07509283669883/51.294501147715515'
2021-11-10,2021-11-15,2021-11-14,FD,29.632656,34.722553000000005,17.523058,3.0556536685370466,Good,'-123.048/49.1534','-126.06984127726209/51.29547312489528'
2021-10-14,2021-10-20,2021-10-19,FD,29.632656,34.722553000000005,17.523058,2.219780449992216,Good,'-123.048/49.1534','-126.07453810925637/51.293462814599536'
2020-12-14,2020-12-18,2020-12-17,FD,29.632656,34.722553000000005,17.523058,3.0597414929040663,Good,'-123.048/49.1534','-126.07424691764422/51.29568022563604'
2020-11-21,2020-11-26,2020-11-25,FD,29.632656,34.722553000000005,17.523058,2.905187672645837,Good,'-123.048/49.1534','-126.07386779951167/51.29677133407206'
2020-12-25,2020-12-28,2020-12-27,PS,29.632656,34.722553000000005,17.523058,3.4950234518766785,Bad,'-123.048/49.1534','-126.07314377479588/51.29365134956557'
2021-07-09,2021-07-13,2021-07-12,PS,29.632656,34.722553000000005,17.523058,2.0635118778106074,Good,'-123.048/49.1534','-126.07487347055125/51.29501015348734'
2021-09-20,2021-09-26,2021-09-25,FD,29.632656,34.722553000000005,17.523058,1.3150909932064312,Good,'-123.048/49.1534','-126.07362094219538/51.294788595567'
2021-03-01,2021-03-04,2021-03-04,PS,29.632656,34.722553000000005,17.523058,3.1811803225974007,Good,'-123.048/49.1534','-126.0738622291728/51.295237393741665'
2021-02-10,2021-02-15,2021-02-14,FD,29.632656,34.722553000000005,17.523058,1.1737924574977172,Bad,'-123.048/49.1534','-126.07249894148019/51.296201886802216'
2021-10-27,2021-11-01,2021-10-31,FD,29.632656,34.722553000000005,17.523058,1.6860244619690783,Good,'-123.048/49.1534','-126.07387258964339/51.2944817912222'
2020-11-14,2020-11-17,2020-11-16,PS,29.632656,34.722553000000005,17.523058,2.180281412239291,Good,'-123.048/49.1534','-126.0757739615177/51.295707703983034'
2021-04-27,2021-05-03,2021-05-03,FD,29.632656,34.722553000000005,17.523058,1.3896423791816666,Good,'-123.048/49.1534','-126.0744308663658/51.293488819987466'
2021-03-28,2021-04-02,2021-04-01,FD,29.632656,34.722553000000005,17.523058,3.457834541593951,Good,'-123.048/49.1534','-126.07419820759219/51.295212963401454'
2020-12-16,2020-12-19,2020-12-19,PS,29.632656,34.722553000000005,17.523058,4.114312828494163,Bad,'-123.048/49.1534','-126.07265891732798/51.293208968433696'
2021-07-20,2021-07-25,2021-07-25,PS,29.632656,34.722553000000005,17.523058,3.115841777418024,Good,'-123.048/49.1534','-126.07256022938479/51.29377959128633'
2020-11-30,2020-12-05,2020-12-04,PS,29.632656,34.722553000000005,17.523058,4.580596340169532,Bad,'-123.048/49.1534','-126.07387584211601/51.297831687081164'
2021-05-29,2021-06-04,2021-06-04,FD,29.632656,34.722553000000005,17.523058,0.5878094423326873,Good,'-123.048/49.1534','-126.07295581225463/51.29470726692546'
2020-12-08,2020-12-13,2020-12-12,FD,29.632656,34.722553000000005,17.523058,3.5714237304156686,Bad,'-123.048/49.1534','-126.07212213090985/51.2949142892718'
2020-11-26,2020-12-01,2020-12-01,PS,29.632656,34.722553000000005,17.523058,2.5296344837146254,Good,'-123.048/49.1534','-126.07231499836544/51.29485728237672'
2021-01-20,2021-01-25,2021-01-24,PS,29.632656,34.722553000000005,17.523058,2.6175232582453534,Bad,'-123.048/49.1534','-126.07230708586734/51.29462138333619'
2021-07-30,2021-08-04,2021-08-04,FD,29.632656,34.722553000000005,17.523058,1.3346564617778969,Good,'-123.048/49.1534','-126.07347732245034/51.29424906107104'
2021-07-06,2021-07-10,2021-07-10,FD,29.632656,34.722553000000005,17.523058,4.4413234501438605,Good,'-123.048/49.1534','-126.07479479613028/51.29369925770584'
2021-06-24,2021-06-30,2021-06-29,FD,29.632656,34.722553000000005,17.523058,3.045088544691448,Good,'-123.048/49.1534','-126.07378146176046/51.2947002159436'
2021-11-25,2021-11-29,2021-11-29,FD,29.632656,34.722553000000005,17.523058,2.3621414820618085,Good,'-123.048/49.1534','-126.07316119338734/51.29477906288881'
2021-01-06,2021-01-09,2021-01-09,PS,29.632656,34.722553000000005,17.523058,1.1861474582854417,Bad,'-123.048/49.1534','-126.07377375729165/51.2953086944653'
2021-05-01,2021-05-06,2021-05-05,FD,29.632656,34.722553000000005,17.523058,2.7833865359054943,Good,'-123.048/49.1534','-126.0744100391298/51.293130615167435'
2021-01-01,2021-01-06,2021-01-06,PS,29.632656,34.722553000000005,17.523058,1.065784079837181,Good,'-123.048/49.1534','-126.07363725342623/51.29418500116489'
2020-10-31,2020-11-05,2020-11-05,PS,29.632656,34.722553000000005,17.523058,1.2056676929834076,Good,'-123.048/49.1534','-126.07331857710719/51.29662089055963'
2021-11-18,2021-11-24,2021-11-24,FD,29.632656,34.722553000000005,17.523058,4.4111146803110515,Good,'-123.048/49.1534','-126.07244457756964/51.29437843914185'
2020-11-29,2020-12-03,2020-12-03,FD,29.632656,34.722553000000005,17.523058,2.126977353003207,Good,'-123.048/49.1534','-126.0723903411568/51.294476587299485'
2021-06-24,2021-06-28,2021-06-28,FD,29.632656,34.722553000000005,17.523058,3.263406139368888,Good,'-123.048/49.1534','-126.07435319063612/51.29521541244631'
2021-03-26,2021-04-01,2021-04-01,FD,29.632656,34.722553000000005,17.523058,2.207847341838069,Good,'-123.048/49.1534','-126.07242638957236/51.29333058676941'
2021-01-30,2021-02-04,2021-02-04,FD,29.632656,34.722553000000005,17.523058,0.987300171751097,Good,'-123.048/49.1534','-126.07303593367658/51.29430437430754'
2021-11-20,2021-11-25,2021-11-25,PS,29.632656,34.722553000000005,17.523058,2.536017563039746,Good,'-123.048/49.1534','-126.0725303071595/51.29414904860651'
2021-01-13,2021-01-18,2021-01-17,PS,29.632656,34.722553000000005,17.523058,2.790798459560948,Bad,'-123.048/49.1534','-126.0722509955557/51.297439523039294'
2020-11-09,2020-11-13,2020-11-12,PS,29.632656,34.722553000000005,17.523058,4.183276002163726,Good,'-123.048/49.1534','-126.07126303740891/51.293160872385066'
2021-11-10,2021-11-14,2021-11-13,PS,29.632656,34.722553000000005,17.523058,2.5319752720155377,Good,'-123.048/49.1534','-126.07518091984028/51.293993552553914'
2021-04-06,2021-04-10,2021-04-09,PS,29.632656,34.722553000000005,17.523058,2.6661643750983868,Good,'-123.048/49.1534','-126.07351226473818/51.2951464455668'
2021-02-12,2021-02-16,2021-02-15,FD,29.632656,34.722553000000005,17.523058,4.014781925273004,Good,'-123.048/49.1534','-126.07302182991022/51.29379098396308'
2021-08-27,2021-08-31,2021-08-30,FD,29.632656,34.722553000000005,17.523058,2.087587530776971,Good,'-123.048/49.1534','-126.07345460428316/51.29523755419214'
2021-01-11,2021-01-15,2021-01-14,PS,29.632656,34.722553000000005,17.523058,2.4170084923622692,Good,'-123.048/49.1534','-126.07311084010053/51.29461543225818'
2021-12-02,2021-12-05,2021-12-04,PS,29.632656,34.722553000000005,17.523058,3.5198225916948545,Bad,'-123.048/49.1534','-126.07438332498414/51.29435820065751'
2021-04-03,2021-04-09,2021-04-08,FD,29.632656,34.722553000000005,17.523058,3.4507746852720977,Good,'-123.048/49.1534','-126.07314096219808/51.29409156623795'
2021-03-10,2021-03-15,2021-03-15,PS,29.632656,34.722553000000005,17.523058,0.5040609742190797,Good,'-123.048/49.1534','-126.07252441086521/51.29417903574789'
2020-11-18,2020-11-21,2020-11-21,PS,29.632656,34.722553000000005,17.523058,3.26668611905864,Good,'-123.048/49.1534','-126.07471922019845/51.29496357172845'
2020-11-17,2020-11-22,2020-11-21,PS,29.632656,34.722553000000005,17.523058,0.4888106449705983,Good,'-123.048/49.1534','-126.07508286869334/51.29485367912361'
2020-12-17,2020-12-20,2020-12-19,PS,29.632656,34.722553000000005,17.523058,1.1550625339398517,Bad,'-123.048/49.1534','-126.07344093713799/51.29424785676737'
2021-11-14,2021-11-18,2021-11-17,FD,29.632656,34.722553000000005,17.523058,2.2195293185500438,Good,'-123.048/49.1534','-126.07379062076824/51.29471928590269'
2021-09-30,2021-10-03,2021-10-02,PS,29.632656,34.722553000000005,17.523058,2.8734729926430314,Good,'-123.048/49.1534','-126.07192929266228/51.29329246306297'
2020-10-31,2020-11-05,2020-11-04,FD,29.632656,34.722553000000005,17.523058,2.348161696639334,Good,'-123.048/49.1534','-126.07333287636366/51.29723744042972'
2020-11-10,2020-11-15,2020-11-14,FD,29.632656,34.722553000000005,17.523058,1.742413599762248,Good,'-123.048/49.1534','-126.07311300114934/51.29503741750115'
2020-12-14,2020-12-20,2020-12-19,FD,29.632656,34.722553000000005,17.523058,2.748129020353132,Bad,'-123.048/49.1534','-126.07331537732433/51.295467593339225'
2021-01-27,2021-01-30,2021-01-29,PS,29.632656,34.722553000000005,17.523058,1.1440992653286837,Bad,'-123.048/49.1534','-126.07387409462609/51.295692855007985'
2020-12-02,2020-12-05,2020-12-05,PS,29.632656,34.722553000000005,17.523058,3.4567138718411896,Bad,'-123.048/49.1534','-126.07452074934342/51.2954076009886'
2021-02-01,2021-02-06,2021-02-06,PS,29.632656,34.722553000000005,17.523058,2.7093231840739245,Bad,'-123.048/49.1534','-126.0716737724878/51.29246241045977'
2021-04-23,2021-04-29,2021-04-28,FD,29.632656,34.722553000000005,17.523058,0.34966503439824315,Good,'-123.048/49.1534','-126.07369814617601/51.29371198540414'
2021-10-31,2021-11-03,2021-11-03,PS,29.632656,34.722553000000005,17.523058,1.6567016931794558,Good,'-123.048/49.1534','-126.07200909386155/51.29342789756126'
2021-03-03,2021-03-08,2021-03-07,FD,29.632656,34.722553000000005,17.523058,4.538479661466863,Good,'-123.048/49.1534','-126.07428727856042/51.29560202290512'
2021-03-28,2021-04-02,2021-04-01,FD,29.632656,34.722553000000005,17.523058,1.6966932556080117,Good,'-123.048/49.1534','-126.07412566192976/51.2958536386782'
2021-02-07,2021-02-11,2021-02-10,PS,29.632656,34.722553000000005,17.523058,2.718757254343517,Good,'-123.048/49.1534','-126.07397676956312/51.295059164106775'
2021-02-18,2021-02-21,2021-02-20,PS,29.632656,34.722553000000005,17.523058,1.7638617122697775,Bad,'-123.048/49.1534','-126.07416164913666/51.295137537274854'
2021-02-28,2021-03-04,2021-03-04,PS,29.632656,34.722553000000005,17.523058,3.2779839953556884,Good,'-123.048/49.1534','-126.07469827193071/51.29549383654287'
2021-06-23,2021-06-27,2021-06-27,FD,29.632656,34.722553000000005,17.523058,1.7318029667054955,Good,'-123.048/49.1534','-126.0739712795691/51.29637873547828'
2020-10-27,2020-11-01,2020-11-01,FD,29.632656,34.722553000000005,17.523058,1.1869887327515074,Good,'-123.048/49.1534','-126.07483925436861/51.296541906109894'
2021-07-19,2021-07-25,2021-07-25,FD,29.632656,34.722553000000005,17.523058,2.6860799976253364,Good,'-123.048/49.1534','-126.07448353840644/51.29442166529641'
2021-11-22,2021-11-26,2021-11-26,FD,29.632656,34.722553000000005,17.523058,3.321852836222876,Good,'-123.048/49.1534','-126.07491746314926/51.29612544490444'
2020-11-19,2020-11-25,2020-11-24,FD,29.632656,34.722553000000005,17.523058,3.55448714791012,Good,'-123.048/49.1534','-126.07448970610449/51.293245695024844'
2020-12-23,2020-12-27,2020-12-26,PS,29.632656,34.722553000000005,17.523058,0.4094946713006802,Bad,'-123.048/49.1534','-126.07354574404755/51.29403900617719'
2021-11-03,2021-11-10,2021-11-10,PS,29.632656,34.722553000000005,17.523058,5.491143541784051,Good,'-123.048/49.1534','-126.07328166740844/51.29654334995218'
2021-02-04,2021-02-08,2021-02-08,FD,29.632656,34.722553000000005,17.523058,2.058471859004734,Bad,'-123.048/49.1534','-126.07485428820583/51.29305830233413'
2021-06-03,2021-06-09,2021-06-08,FD,29.632656,34.722553000000005,17.523058,1.0771023098063557,Good,'-123.048/49.1534','-126.0733578858899/51.29584981893401'
2020-11-26,2020-12-01,2020-12-01,FD,29.632656,34.722553000000005,17.523058,1.6083505774880948,Good,'-123.048/49.1534','-126.07270416708549/51.295388354702695'
2021-08-15,2021-08-21,2021-08-20,FD,29.632656,34.722553000000005,17.523058,3.5416083908704064,Good,'-123.048/49.1534','-126.07368011618036/51.29304438437786'
2021-11-30,2021-12-06,2021-12-05,FD,29.632656,34.722553000000005,17.523058,2.18216127395639,Bad,'-123.048/49.1534','-126.07287606934645/51.29418319224158'
2021-10-09,2021-10-15,2021-10-15,FD,29.632656,34.722553000000005,17.523058,1.937270919076752,Good,'-123.048/49.1534','-126.07363339830998/51.297259787855175'
2021-06-12,2021-06-16,2021-06-16,FD,29.632656,34.722553000000005,17.523058,2.379224682258319,Good,'-123.048/49.1534','-126.07372363429411/51.29510631834643'
2021-03-17,2021-03-22,2021-03-21,FD,29.632656,34.722553000000005,17.523058,3.9096573178387,Good,'-123.048/49.1534','-126.07306021168515/51.294169039007315'
2021-05-02,2021-05-07,2021-05-07,PS,29.632656,34.722553000000005,17.523058,4.339601232327636,Good,'-123.048/49.1534','-126.0730830616451/51.293383048031245'
2021-09-29,2021-10-03,2021-10-02,FD,29.632656,34.722553000000005,17.523058,1.3194997390687453,Good,'-123.048/49.1534','-126.07443827548607/51.294822312505566'
2020-11-08,2020-11-12,2020-11-12,PS,29.632656,34.722553000000005,17.523058,1.6674727472175959,Good,'-123.048/49.1534','-126.07299100737573/51.29438439222'
2020-12-02,2020-12-05,2020-12-04,PS,29.632656,34.722553000000005,17.523058,2.807585021724037,Bad,'-123.048/49.1534','-126.07550937659803/51.29254502135478'
2021-04-04,2021-04-10,2021-04-09,FD,29.632656,34.722553000000005,17.523058,1.3797380440958606,Good,'-123.048/49.1534','-126.07152017863383/51.29643382901875'
2021-05-20,2021-05-24,2021-05-24,FD,29.632656,34.722553000000005,17.523058,2.080497040250821,Good,'-123.048/49.1534','-126.07338370318362/51.29425677596289'
2021-02-14,2021-02-19,2021-02-19,FD,29.632656,34.722553000000005,17.523058,3.6294493292110372,Good,'-123.048/49.1534','-126.0727471552664/51.29196689207428'
2020-09-26,2020-09-30,2020-09-29,PS,29.632656,34.722553000000005,17.523058,4.0265910225040376,Good,'-123.048/49.1534','-126.07301115569007/51.296138113076815'
2020-12-11,2020-12-15,2020-12-15,FD,29.632656,34.722553000000005,17.523058,1.5529838073697417,Good,'-123.048/49.1534','-126.07259368268205/51.2946703979435'
2020-11-21,2020-11-25,2020-11-24,FD,29.632656,34.722553000000005,17.523058,1.6817643115195264,Good,'-123.048/49.1534','-126.07222228993298/51.29565229090328'
2021-06-19,2021-06-23,2021-06-23,PS,29.632656,34.722553000000005,17.523058,2.5119095107415377,Good,'-123.048/49.1534','-126.07388523319754/51.293453650884686'
2021-09-07,2021-09-11,2021-09-11,FD,29.632656,34.722553000000005,17.523058,4.21216975121894,Good,'-123.048/49.1534','-126.07119343811192/51.29510092241634'
2021-10-01,2021-10-04,2021-10-03,PS,29.632656,34.722553000000005,17.523058,1.259133443305858,Good,'-123.048/49.1534','-126.07264003615452/51.29566805682'
2020-12-02,2020-12-05,2020-12-04,PS,29.632656,34.722553000000005,17.523058,2.6269477691938947,Bad,'-123.048/49.1534','-126.07364907765078/51.295094183646555'
2020-10-16,2020-10-20,2020-10-20,PS,29.632656,34.722553000000005,17.523058,3.769781833397003,Good,'-123.048/49.1534','-126.0735420973716/51.29390869725739'
2021-08-14,2021-08-19,2021-08-19,FD,29.632656,34.722553000000005,17.523058,1.9061738510033237,Good,'-123.048/49.1534','-126.07251099340985/51.29347017421699'
2021-03-26,2021-03-31,2021-03-31,FD,29.632656,34.722553000000005,17.523058,3.220862323366031,Good,'-123.048/49.1534','-126.07239015178774/51.29426821786131'
2021-06-06,2021-06-11,2021-06-10,PS,29.632656,34.722553000000005,17.523058,2.654787277818686,Good,'-123.048/49.1534','-126.07378763089802/51.29533344119147'
2021-08-15,2021-08-20,2021-08-19,FD,29.632656,34.722553000000005,17.523058,1.9190996205772777,Good,'-123.048/49.1534','-126.07229977319145/51.295625773175104'
2021-07-02,2021-07-06,2021-07-05,FD,29.632656,34.722553000000005,17.523058,2.7282303488996535,Good,'-123.048/49.1534','-126.0724311799182/51.294688759445464'
2021-11-17,2021-11-22,2021-11-22,PS,29.632656,34.722553000000005,17.523058,3.321968373192358,Good,'-123.048/49.1534','-126.07212296776397/51.29492876628707'
2021-05-06,2021-05-11,2021-05-10,FD,29.632656,34.722553000000005,17.523058,1.9936821137004797,Good,'-123.048/49.1534','-126.0743700803572/51.29552684875302'
2020-11-28,2020-12-04,2020-12-04,FD,29.632656,34.722553000000005,17.523058,3.9639485801439207,Good,'-123.048/49.1534','-126.07267038271274/51.294617345000226'
2020-12-13,2020-12-18,2020-12-17,FD,29.632656,34.722553000000005,17.523058,3.100716528700192,Good,'-123.048/49.1534','-126.07432611301815/51.29462287712017'
2021-01-03,2021-01-10,2021-01-10,PS,29.632656,34.722553000000005,17.523058,5.050345070791009,Bad,'-123.048/49.1534','-126.07165073780223/51.29401462583005'
2021-11-21,2021-11-25,2021-11-24,FD,29.632656,34.722553000000005,17.523058,3.015585967305056,Good,'-123.048/49.1534','-126.0737194479205/51.29387252348992'
2020-10-31,2020-11-04,2020-11-04,PS,29.632656,34.722553000000005,17.523058,2.4042085300312905,Good,'-123.048/49.1534','-126.07353147583775/51.29472245534334'
2021-01-03,2021-01-08,2021-01-07,PS,29.632656,34.722553000000005,17.523058,2.3231123069318373,Good,'-123.048/49.1534','-126.07261347148926/51.2941134413643'
2021-08-13,2021-08-16,2021-08-16,PS,29.632656,34.722553000000005,17.523058,1.97325040711068,Good,'-123.048/49.1534','-126.07470037535042/51.295475237462874'
2021-12-02,2021-12-06,2021-12-06,PS,29.632656,34.722553000000005,17.523058,3.573262004593725,Bad,'-123.048/49.1534','-126.0741313650514/51.29405032757024'
2020-12-20,2020-12-26,2020-12-26,FD,29.632656,34.722553000000005,17.523058,0.3614814402316069,Bad,'-123.048/49.1534','-126.0725897676861/51.29497080942572'
